9999,9999,1,2,4,7.9433,15.849,31.623,63.096,125.89,251.19,9999,9999,1,2,4,7.9433,15.849,31.623,63.096,125.89,251.19,9999,9999,1,2,4,7.9433,15.849,31.623,63.096,125.89,251.19
1,1,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1,1,19.971,32.62,34.022,44.108,51.136,53.03,50.372,55.519,48.768,1,1,20.68,26.826,35.662,33.845,47.361,51.414,49.722,45.603,43.709
2,2,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,2,2,27.27,21.589,8.109,-12.742,-60.687,-161.5,-386.11,-621.03,-1411.7,2,2,18.089,6.8501,11.432,-21.878,-75.494,-163.08,-386.28,-629.29,-1415.4
3,3,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,3,3,19.324,10.709,-13.311,-67.98,-167.95,-376.21,-818.25,-1295.1,-2867.9,3,3,11.276,-3.1731,-9.7535,-77.033,-182.92,-378.02,-818.84,-1303.3,-2871.7
4,4,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,4,4,15.719,0.29895,-34.991,-120.32,-275.23,-590.93,-1251,-1969.3,-Inf,4,4,6.3782,-13.397,-31.07,-129.38,-290.39,-592.99,-1252.8,-1977.3,-Inf
5,5,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,5,5,8.3328,-9.7178,-56.641,-175.43,-382.54,-805.66,-1685.1,-2643.4,-Inf,5,5,0.9893,-24.31,-52.514,-184.61,-397.88,-807.97,-1686.6,-2651.3,-Inf
6,6,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,6,6,5.0227,-19.378,-78.111,-228.11,-489.89,-1020.4,-2118.7,-Inf,-Inf,6,6,-3.6275,-34.862,-74.104,-237.08,-505.41,-1023,-2118.8,-Inf,-Inf
7,7,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,7,7,-1.9364,-29.114,-99.399,-282.67,-597.26,-1235.2,-2550.8,-Inf,-Inf,7,7,-10.071,-45.262,-95.811,-291.93,-612.96,-1238,-2551.5,-Inf,-Inf
8,8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,8,8,-5.2245,-39.118,-120.57,-336.06,-704.68,-1449.9,-2983.7,-Inf,-Inf,8,8,-13.23,-55.346,-117.57,-344.97,-720.52,-1453,-2985.6,-Inf,-Inf
9,9,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,9,9,-11.686,-49.429,-141.73,-389.84,-812.13,-1664.7,-Inf,-Inf,-Inf,9,9,-20.425,-65.088,-139.3,-399.1,-828.1,-1667.9,-Inf,-Inf,-Inf
10,10,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,10,10,-15.894,-59.967,-162.96,-444.07,-919.61,-1879.6,-Inf,-Inf,-Inf,10,10,-23.533,-74.778,-160.9,-452.97,-935.68,-1882.9,-Inf,-Inf,-Inf
11,11,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,11,11,-20.968,-70.512,-184.3,-497.07,-1027.1,-2094.4,-Inf,-Inf,-Inf,11,11,-29.877,-84.667,-182.32,-506.3,-1043.3,-2097.9,-Inf,-Inf,-Inf
12,12,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,12,12,-26.871,-80.779,-205.8,-552.01,-1134.7,-2309.3,-Inf,-Inf,-Inf,12,12,-34.328,-94.861,-203.57,-560.96,-1150.8,-2312.8,-Inf,-Inf,-Inf
13,13,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,13,13,-30.487,-90.659,-227.44,-604.47,-1242.2,-2524.2,-Inf,-Inf,-Inf,13,13,-39.176,-105.33,-224.73,-613.62,-1258.3,-2527.7,-Inf,-Inf,-Inf
14,14,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,14,14,-37.535,-100.34,-249.17,-659.72,-1349.8,-2739.1,-Inf,-Inf,-Inf,14,14,-45.281,-115.91,-245.9,-668.79,-1365.8,-2742.6,-Inf,-Inf,-Inf
